10-10 10-5 First Click,10-10 10-5 Last Click,10-10 10-5 Page Submit,10-10 10-5 Click Count,10-5 10-10 First Click,10-5 10-10 Last Click,10-5 10-10 Page Submit,10-5 10-10 Click Count,10-10 10-15 First Click,10-10 10-15 Last Click,10-10 10-15 Page Submit,10-10 10-15 Click Count,10-15 10-10 First Click,10-15 10-10 Last Click,10-15 10-10 Page Submit,10-15 10-10 Click Count,10-10 15-5 First Click,10-10 15-5 Last Click,10-10 15-5 Page Submit,10-10 15-5 Click Count,15-5 10-10 First Click,15-5 10-10 Last Click,15-5 10-10 Page Submit,15-5 10-10 Click Count,10-10 15-20 First Click,10-10 15-20 Last Click,10-10 15-20 Page Submit,10-10 15-20 Click Count,15-20 10-10 First Click,15-20 10-10 Last Click,15-20 10-10 Page Submit,15-20 10-10 Click Count,ResponseID
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_3h9KZAdop5z8zUs
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_1OiZvqlobgmev7b
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_3EtKEpliMrWUo7K
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_3kzjkdz6pXdisvO
0.61,1.193,1.401,2.0,nan,nan,nan,nan,nan,nan,nan,nan,0.569,0.569,0.851,1.0,0.801,1.989,2.446,2.0,nan,nan,nan,nan,nan,nan,nan,nan,0.65,1.252,1.401,2.0,R_3Do8VVosEVsd6KX
10.429,12.041,12.641,4.0,nan,nan,nan,nan,0.233,0.805,2.246,3.0,nan,nan,nan,nan,nan,nan,nan,nan,0.803,1.438,1.957,3.0,0.644,1.079,1.707,2.0,nan,nan,nan,nan,R_1oj80xDsSN0YEKF
nan,nan,nan,nan,0.359,1.652,2.07,3.0,nan,nan,nan,nan,0.216,0.964,1.428,3.0,0.241,1.6,1.901,5.0,nan,nan,nan,nan,nan,nan,nan,nan,0.78,1.527,1.977,2.0,R_6SunvjC5k6XXjj3
1.014,1.689,2.438,2.0,nan,nan,nan,nan,nan,nan,nan,nan,0.251,1.991,2.756,3.0,0.228,2.06,2.55,3.0,nan,nan,nan,nan,nan,nan,nan,nan,1.978,233.516,234.617,7.0,R_3MAunQk9wyxtzH7
4.838,87.748,88.309,3.0,nan,nan,nan,nan,1.215,45.68,49.838,4.0,nan,nan,nan,nan,3.843,55.928,56.862,3.0,nan,nan,nan,nan,nan,nan,nan,nan,1.16,36.561,37.525,2.0,R_1oj6pTfHJBMyikA
nan,nan,nan,nan,1.114,1.114,1.8,1.0,0.917,0.917,1.698,1.0,nan,nan,nan,nan,14.529,14.529,15.457,1.0,nan,nan,nan,nan,1.633,1.633,2.201,1.0,nan,nan,nan,nan,R_2QYRNto6Vokdxei
nan,nan,nan,nan,1.594,6.776,7.316,3.0,nan,nan,nan,nan,1.018,4.423,4.935,4.0,nan,nan,nan,nan,1.184,109.391,110.062,5.0,nan,nan,nan,nan,1.595,3.74,5.349,3.0,R_ul9VxY3NLyjGvlf
nan,nan,nan,nan,0.512,6.54,7.186,3.0,nan,nan,nan,nan,0.405,5.868,6.269,3.0,nan,nan,nan,nan,0.313,1.001,1.301,3.0,nan,nan,nan,nan,0.981,6.295,6.936,3.0,R_1gqMiJOV7YHs9aQ
nan,nan,nan,nan,0.799,1.406,2.144,3.0,0.086,0.924,1.447,3.0,nan,nan,nan,nan,3.503,7.103,9.407,5.0,nan,nan,nan,nan,nan,nan,nan,nan,1.485,2.308,3.377,3.0,R_1dsqAbeeVyMOGs9
1.044,6.223,7.001,6.0,nan,nan,nan,nan,0.527,14.55,15.096,9.0,nan,nan,nan,nan,1.033,218.765,219.719,23.0,nan,nan,nan,nan,0.342,100.732,101.294,23.0,nan,nan,nan,nan,R_3n6FpW57K9Z9C8i
0.098,7.447,7.702,6.0,nan,nan,nan,nan,0.227,0.402,1.001,2.0,nan,nan,nan,nan,nan,nan,nan,nan,0.139,1.632,2.575,4.0,0.749,2.649,3.155,5.0,nan,nan,nan,nan,R_OBdafPz6FzqHicF
0.808,7.12,7.536,4.0,nan,nan,nan,nan,nan,nan,nan,nan,0.551,1.418,1.882,2.0,nan,nan,nan,nan,0.538,2.43,3.014,2.0,1.405,5.081,5.588,6.0,nan,nan,nan,nan,R_RCbYoNmZWHWEysN
25.355,25.355,27.035,1.0,nan,nan,nan,nan,8.118,8.118,8.919,1.0,nan,nan,nan,nan,9.633,10.05,11.209,2.0,nan,nan,nan,nan,nan,nan,nan,nan,13.493,13.493,14.525,1.0,R_2rx5ZuthcqrjsZF
1.066,4.0,4.717,3.0,nan,nan,nan,nan,nan,nan,nan,nan,0.823,3.741,4.301,4.0,nan,nan,nan,nan,0.506,0.901,1.545,2.0,1.099,2.501,3.3,2.0,nan,nan,nan,nan,R_2yd8A0Jc2ZcXFht
1.122,5.193,5.905,6.0,nan,nan,nan,nan,nan,nan,nan,nan,1.074,2.7,3.492,3.0,0.804,2.3,3.083,4.0,nan,nan,nan,nan,nan,nan,nan,nan,4.185,8.082,9.758,6.0,R_2cbXe3UVXvZ9nkn
nan,nan,nan,nan,1.594,4.608,5.393,4.0,0.015,9.805,10.608,12.0,nan,nan,nan,nan,nan,nan,nan,nan,0.287,8.601,9.001,10.0,nan,nan,nan,nan,1.863,9.003,9.691,9.0,R_bKL0D5NgkX6aG4N
nan,nan,nan,nan,3.477,3.719,4.381,2.0,3.003,3.253,4.658,2.0,nan,nan,nan,nan,nan,nan,nan,nan,4.626,7.807,8.8,12.0,2.791,3.042,4.182,2.0,nan,nan,nan,nan,R_2SiSuuw7tcY6ygA
nan,nan,nan,nan,2.458,3.3,4.199,3.0,0.864,2.917,3.401,4.0,nan,nan,nan,nan,15.096,16.184,18.173,3.0,nan,nan,nan,nan,nan,nan,nan,nan,0.891,2.961,3.463,3.0,R_2dL4nK0yRMtIjYq
nan,nan,nan,nan,1.152,2.464,2.8,3.0,0.107,0.891,1.384,2.0,nan,nan,nan,nan,0.084,0.738,1.295,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1.274,3.702,4.202,3.0,R_T28xJbIyMS7JwUF
5.118,8.477,9.047,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1.065,4.591,5.18,4.0,8.287,18.163,18.795,4.0,nan,nan,nan,nan,3.87,4.75,5.201,3.0,nan,nan,nan,nan,R_b2VA9sbD0JIyKWJ
nan,nan,nan,nan,2.535,2.735,3.329,2.0,nan,nan,nan,nan,6.419,6.419,8.855,1.0,2.204,2.204,3.935,1.0,nan,nan,nan,nan,3.606,3.983,4.746,2.0,nan,nan,nan,nan,R_3eeoJntyrUMZWEh
1.387,2.232,3.499,2.0,nan,nan,nan,nan,nan,nan,nan,nan,0.731,5.511,6.073,2.0,nan,nan,nan,nan,0.681,2.733,4.382,3.0,0.589,10.962,11.801,5.0,nan,nan,nan,nan,R_aV1TkHZ3C4l0n5v
2.943,3.705,4.54,3.0,nan,nan,nan,nan,0.162,0.963,1.556,2.0,nan,nan,nan,nan,nan,nan,nan,nan,0.726,1.802,2.54,3.0,nan,nan,nan,nan,0.245,2.193,2.887,4.0,R_7Ptp2ALAKzP2Qil
5.76,5.76,7.113,1.0,nan,nan,nan,nan,3.991,3.991,5.041,1.0,nan,nan,nan,nan,4.24,4.24,5.684,1.0,nan,nan,nan,nan,nan,nan,nan,nan,7.067,7.067,8.116,1.0,R_2VHKARmZSG2TX3r
nan,nan,nan,nan,1.062,1.274,1.901,2.0,16.753,16.98,18.103,2.0,nan,nan,nan,nan,nan,nan,nan,nan,2.305,2.517,3.301,2.0,nan,nan,nan,nan,6.185,6.397,7.287,2.0,R_3fvKBiXTLRgYF80
1.152,14.821,15.33,7.0,nan,nan,nan,nan,nan,nan,nan,nan,1.853,43.557,44.106,14.0,nan,nan,nan,nan,10.556,11.65,12.201,3.0,0.964,2.236,2.945,2.0,nan,nan,nan,nan,R_22xY1v1EgELLr0S
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_1dyJAHyE2lzczI5
nan,nan,nan,nan,0.669,20.326,21.127,11.0,0.161,1.089,2.303,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1.157,2.26,3.977,2.0,1.049,6.297,10.106,5.0,nan,nan,nan,nan,R_TcKVTPu2uM9OJSV
5.168,5.379,6.402,2.0,nan,nan,nan,nan,nan,nan,nan,nan,0.819,0.901,1.701,2.0,nan,nan,nan,nan,0.939,1.145,1.901,2.0,3.764,3.901,5.001,2.0,nan,nan,nan,nan,R_2amNkOrPNxCZiXK
nan,nan,nan,nan,0.861,1.79,3.701,2.0,0.59,2.368,2.968,2.0,nan,nan,nan,nan,nan,nan,nan,nan,2.19,3.818,4.3,4.0,nan,nan,nan,nan,2.8,10.676,11.301,4.0,R_p5eNJu6SwUXU425
0.191,1.497,3.384,3.0,nan,nan,nan,nan,nan,nan,nan,nan,0.272,0.925,1.5,3.0,0.451,11.001,12.394,4.0,nan,nan,nan,nan,nan,nan,nan,nan,0.744,1.457,1.967,2.0,R_xGI9XJKUVvt3CIF
1.033,3.532,3.9,4.0,nan,nan,nan,nan,0.412,1.711,2.278,3.0,nan,nan,nan,nan,0.051,3.853,4.851,5.0,nan,nan,nan,nan,0.453,6.443,6.802,9.0,nan,nan,nan,nan,R_3JJVJzr3FS9FqLh
nan,nan,nan,nan,1.295,16.748,18.094,8.0,nan,nan,nan,nan,3.27,20.059,20.607,4.0,nan,nan,nan,nan,1.24,213.665,214.41,3.0,nan,nan,nan,nan,1.518,7.334,8.299,4.0,R_2R9VUBdv5ymNkEt
1.775,2.766,3.178,3.0,nan,nan,nan,nan,nan,nan,nan,nan,2.374,3.474,3.942,3.0,1.888,16.589,17.919,6.0,nan,nan,nan,nan,nan,nan,nan,nan,3.282,4.316,4.726,3.0,R_1NwXaH4nGI2JJHM
0.249,0.8,1.176,3.0,nan,nan,nan,nan,nan,nan,nan,nan,0.481,5.377,5.901,7.0,nan,nan,nan,nan,0.5,1.001,1.701,3.0,nan,nan,nan,nan,0.641,1.238,1.701,3.0,R_1NxpKbfwRjkQvY2
0.282,1.016,1.206,3.0,nan,nan,nan,nan,nan,nan,nan,nan,0.488,1.167,1.386,3.0,1.054,1.732,2.077,3.0,nan,nan,nan,nan,nan,nan,nan,nan,1.563,2.187,2.303,3.0,R_22R048aJNL4HPFk
nan,nan,nan,nan,0.816,1.938,2.586,3.0,1.256,3.586,4.205,3.0,nan,nan,nan,nan,0.331,1.202,1.974,3.0,nan,nan,nan,nan,nan,nan,nan,nan,0.968,1.802,2.506,2.0,R_1LnTJHCfCdKGFHZ
0.543,1.126,1.48,2.0,nan,nan,nan,nan,0.689,1.391,2.182,2.0,nan,nan,nan,nan,0.261,0.893,1.309,2.0,nan,nan,nan,nan,nan,nan,nan,nan,0.799,1.1,1.793,2.0,R_33EwJvNdtdWQkDU
1.136,2.005,2.507,3.0,nan,nan,nan,nan,0.251,1.223,1.665,3.0,nan,nan,nan,nan,nan,nan,nan,nan,0.787,1.035,1.307,3.0,nan,nan,nan,nan,0.675,2.025,2.486,4.0,R_PAGOUj1W5RTOHyp
0.886,3.006,3.902,2.0,nan,nan,nan,nan,nan,nan,nan,nan,0.393,3.275,5.606,2.0,nan,nan,nan,nan,7.306,11.741,12.479,3.0,1.729,5.348,6.049,4.0,nan,nan,nan,nan,R_1q9BudxFAzq3s6Y
nan,nan,nan,nan,1.166,7.899,8.901,6.0,nan,nan,nan,nan,0.298,2.368,2.901,2.0,1.158,3.701,4.601,3.0,nan,nan,nan,nan,nan,nan,nan,nan,0.887,1.701,2.401,2.0,R_1gMauNI06AIgnmX
0.887,145.933,146.734,21.0,nan,nan,nan,nan,nan,nan,nan,nan,0.65,1.821,2.801,3.0,0.716,1.867,4.074,3.0,nan,nan,nan,nan,nan,nan,nan,nan,0.911,2.225,3.671,3.0,R_3ERN55nwTlPHjag
2.743,11.311,12.286,5.0,nan,nan,nan,nan,nan,nan,nan,nan,1.105,3.393,5.216,4.0,0.968,2.926,3.9,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1.093,2.865,3.195,3.0,R_3rIpZbnnevQ6CdZ
0.832,1.302,1.936,2.0,nan,nan,nan,nan,nan,nan,nan,nan,3.054,3.906,6.989,2.0,1.861,14.002,14.746,6.0,nan,nan,nan,nan,nan,nan,nan,nan,0.97,1.816,2.351,2.0,R_3G6vVNorb1jPdhW
0.898,3.713,4.144,6.0,nan,nan,nan,nan,nan,nan,nan,nan,1.961,2.588,3.262,3.0,nan,nan,nan,nan,0.091,1.401,2.062,4.0,nan,nan,nan,nan,0.104,1.0,1.666,4.0,R_2xzv4P7ppiLufmQ
nan,nan,nan,nan,0.649,1.304,4.07,2.0,0.393,0.908,1.502,2.0,nan,nan,nan,nan,0.538,1.105,1.507,2.0,nan,nan,nan,nan,nan,nan,nan,nan,0.237,1.475,2.305,4.0,R_0czfYgUHf72Aeg9
nan,nan,nan,nan,1.848,7.195,7.857,5.0,nan,nan,nan,nan,0.658,1.31,1.927,3.0,0.744,7.913,8.545,6.0,nan,nan,nan,nan,0.597,17.862,18.286,10.0,nan,nan,nan,nan,R_2QnUMdJNxROcxxY
nan,nan,nan,nan,0.66,1.592,2.203,3.0,0.67,1.702,3.06,3.0,nan,nan,nan,nan,nan,nan,nan,nan,0.526,2.104,2.884,3.0,0.71,2.221,2.621,3.0,nan,nan,nan,nan,R_1hNpUhXLaxxX5ZN
4.486,4.486,5.527,1.0,nan,nan,nan,nan,6.851,6.851,7.5,1.0,nan,nan,nan,nan,nan,nan,nan,nan,2.852,2.852,3.7,1.0,nan,nan,nan,nan,3.959,5.375,6.542,2.0,R_2s7qzd4398Qe6Kt
1.251,2.997,6.032,3.0,nan,nan,nan,nan,nan,nan,nan,nan,0.673,1.522,4.255,2.0,nan,nan,nan,nan,0.727,2.107,2.65,3.0,2.957,4.749,5.406,3.0,nan,nan,nan,nan,R_3Jn3zgiut0MJ4c8
0.731,1.5,2.16,3.0,nan,nan,nan,nan,1.696,2.301,3.041,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1.63,2.302,2.991,2.0,0.731,1.1,2.277,2.0,nan,nan,nan,nan,R_5vFwO0vhvqifg6B
0.921,1.756,2.072,2.0,nan,nan,nan,nan,0.509,1.459,1.747,2.0,nan,nan,nan,nan,0.782,4.343,6.301,7.0,nan,nan,nan,nan,nan,nan,nan,nan,1.036,5.368,5.639,3.0,R_3D2g2I2XsEXXFxV
nan,nan,nan,nan,0.574,4.408,5.059,2.0,0.309,2.908,3.644,2.0,nan,nan,nan,nan,nan,nan,nan,nan,0.488,18.497,18.924,3.0,0.592,1.195,1.501,2.0,nan,nan,nan,nan,R_33ffpQP3BCi5w9G
nan,nan,nan,nan,1.035,19.192,19.66,5.0,nan,nan,nan,nan,1.708,13.581,14.237,8.0,nan,nan,nan,nan,0.92,3.886,8.887,5.0,0.925,8.9,10.691,5.0,nan,nan,nan,nan,R_2Egyu73pPR3jRiu
nan,nan,nan,nan,0.719,2.232,2.503,4.0,nan,nan,nan,nan,0.662,1.382,1.605,3.0,nan,nan,nan,nan,0.328,1.092,1.497,3.0,0.586,1.434,1.601,3.0,nan,nan,nan,nan,R_qQpmbnH5CA4drbj
1.067,1.878,2.363,3.0,nan,nan,nan,nan,nan,nan,nan,nan,0.259,3.337,5.656,3.0,nan,nan,nan,nan,0.706,2.789,3.245,5.0,0.149,6.765,7.503,8.0,nan,nan,nan,nan,R_1pyDe4BdleV0aXV
15.786,18.39,18.78,6.0,nan,nan,nan,nan,nan,nan,nan,nan,3.334,4.362,4.868,3.0,nan,nan,nan,nan,0.317,3.04,3.437,6.0,nan,nan,nan,nan,1.314,2.525,2.99,3.0,R_31TN3D5olYfFN1Z
3.745,7.79,8.201,5.0,nan,nan,nan,nan,4.258,13.308,13.937,5.0,nan,nan,nan,nan,2.902,17.231,17.804,7.0,nan,nan,nan,nan,nan,nan,nan,nan,2.656,8.068,8.884,4.0,R_1GJHF7igBIM7rh0
0.842,2.479,2.94,11.0,nan,nan,nan,nan,0.37,1.17,1.536,3.0,nan,nan,nan,nan,0.307,0.99,1.824,3.0,nan,nan,nan,nan,nan,nan,nan,nan,0.776,2.012,2.763,5.0,R_1ow4jc8YRMCJALG
nan,nan,nan,nan,6.054,6.802,7.583,3.0,0.206,1.207,1.548,3.0,nan,nan,nan,nan,0.296,1.412,1.958,4.0,nan,nan,nan,nan,0.637,1.107,1.947,3.0,nan,nan,nan,nan,R_vMK5J47uJmsV7EZ
0.939,2.176,3.504,2.0,nan,nan,nan,nan,0.678,2.821,3.458,2.0,nan,nan,nan,nan,nan,nan,nan,nan,0.925,0.925,1.587,2.0,nan,nan,nan,nan,1.909,5.16,6.251,5.0,R_10OEAz2XQbN7zqF
0.657,3.028,3.462,4.0,nan,nan,nan,nan,nan,nan,nan,nan,0.58,2.819,3.185,5.0,nan,nan,nan,nan,0.108,1.963,2.397,3.0,nan,nan,nan,nan,0.969,3.175,3.507,4.0,R_sNj4OSzKJlYbQjf
nan,nan,nan,nan,0.6,2.568,2.897,4.0,nan,nan,nan,nan,0.285,1.427,1.833,3.0,1.433,3.517,6.936,4.0,nan,nan,nan,nan,1.611,4.125,5.07,3.0,nan,nan,nan,nan,R_3oQRVIiajziXTgy
nan,nan,nan,nan,0.403,0.9,1.201,2.0,nan,nan,nan,nan,0.22,1.201,1.522,3.0,0.364,1.465,1.678,4.0,nan,nan,nan,nan,0.443,0.901,1.378,2.0,nan,nan,nan,nan,R_2fdqeHoln9EU9QQ
0.65,1.233,1.575,3.0,nan,nan,nan,nan,0.266,0.985,1.459,3.0,nan,nan,nan,nan,0.733,1.988,2.359,4.0,nan,nan,nan,nan,nan,nan,nan,nan,0.6,1.201,2.106,3.0,R_3e50BqKc4bd7KDQ
0.31,0.553,0.945,2.0,nan,nan,nan,nan,nan,nan,nan,nan,0.149,0.361,0.908,2.0,0.506,2.343,2.854,6.0,nan,nan,nan,nan,nan,nan,nan,nan,2.703,3.101,3.593,2.0,R_1Q3moa4R3IbKSoo
0.969,0.969,1.742,1.0,nan,nan,nan,nan,0.894,3.85,4.091,4.0,nan,nan,nan,nan,nan,nan,nan,nan,1.049,2.749,2.968,3.0,0.68,0.68,1.179,1.0,nan,nan,nan,nan,R_3WYd0E2wLiytfmV
9.285,9.285,11.428,1.0,nan,nan,nan,nan,nan,nan,nan,nan,4.344,4.344,5.041,1.0,nan,nan,nan,nan,6.555,6.555,7.235,1.0,nan,nan,nan,nan,2.887,2.887,3.603,1.0,R_3stxyJjK5YG9PRe
2.895,4.313,4.774,3.0,nan,nan,nan,nan,nan,nan,nan,nan,6.551,7.917,8.463,3.0,1.755,2.702,3.334,3.0,nan,nan,nan,nan,nan,nan,nan,nan,6.185,24.003,26.106,5.0,R_1pKaII5f7anRGJ6
nan,nan,nan,nan,11.346,11.898,12.608,2.0,nan,nan,nan,nan,22.965,22.965,23.992,1.0,nan,nan,nan,nan,17.744,17.744,18.724,1.0,8.135,8.135,8.827,1.0,nan,nan,nan,nan,R_1LSQcKil3lsFOls
1.456,5.203,5.225,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1.741,71.19,71.114,6.0,nan,nan,nan,nan,0.518,3.305,3.516,3.0,1.368,3.804,3.966,2.0,nan,nan,nan,nan,R_BWJyqPyBV0cmbex
1.543,2.401,3.173,3.0,nan,nan,nan,nan,0.766,43.16,43.527,12.0,nan,nan,nan,nan,nan,nan,nan,nan,1.059,6.801,7.674,3.0,nan,nan,nan,nan,1.336,3.001,10.601,2.0,R_tSYbY8AdvzyORdn
nan,nan,nan,nan,3.214,3.214,4.52,1.0,nan,nan,nan,nan,3.315,3.315,5.086,1.0,18.008,18.008,19.179,1.0,nan,nan,nan,nan,nan,nan,nan,nan,3.817,3.817,6.235,1.0,R_1GTg1faA3qyUEt0
nan,nan,nan,nan,6.687,6.687,8.467,1.0,6.375,6.375,9.587,1.0,nan,nan,nan,nan,7.333,7.333,8.346,1.0,nan,nan,nan,nan,14.18,14.797,15.689,2.0,nan,nan,nan,nan,R_3hEz6Zlr5ghfXo6
nan,nan,nan,nan,0.571,1.102,1.37,3.0,nan,nan,nan,nan,0.0,0.0,0.478,0.0,0.064,0.064,0.669,1.0,nan,nan,nan,nan,nan,nan,nan,nan,0.296,1.02,1.55,3.0,R_6xvD8JBXHpTjJ7z
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_p4TfBk2ubVhRGwh
7.407,7.407,8.279,1.0,nan,nan,nan,nan,nan,nan,nan,nan,12.813,12.813,13.669,1.0,5.875,5.875,7.086,1.0,nan,nan,nan,nan,nan,nan,nan,nan,4.562,4.562,5.357,1.0,R_2Y578oErQCwvj6z
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_3k7jlAaEdOcfmSo
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_3oAz9BCtiy0aG1b
nan,nan,nan,nan,4.35,8.268,10.607,4.0,1.283,3.607,4.565,3.0,nan,nan,nan,nan,1.173,3.321,3.781,4.0,nan,nan,nan,nan,1.512,3.153,3.762,3.0,nan,nan,nan,nan,R_3PZEnSt2v0uVVbj
nan,nan,nan,nan,1.327,3.4,4.2,2.0,2.374,8.802,10.264,4.0,nan,nan,nan,nan,1.29,7.101,9.099,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1.281,5.206,6.092,3.0,R_1IJVEcDmIVljraG
11.701,11.701,13.942,1.0,nan,nan,nan,nan,17.202,17.202,19.394,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6.218,6.218,8.186,1.0,17.57,41.725,42.684,3.0,nan,nan,nan,nan,R_3k51boOBlB0g4TR
0.788,4.345,4.937,3.0,nan,nan,nan,nan,nan,nan,nan,nan,0.863,5.673,6.748,4.0,2.033,14.323,15.244,7.0,nan,nan,nan,nan,nan,nan,nan,nan,0.754,3.689,4.211,4.0,R_ZatdX4SMN5lA6eR
nan,nan,nan,nan,8.004,8.004,8.945,1.0,nan,nan,nan,nan,22.32,22.32,23.56,1.0,10.02,10.02,11.162,1.0,nan,nan,nan,nan,18.024,18.024,23.096,1.0,nan,nan,nan,nan,R_3LZshMEDjvUxaJE
12.942,12.942,16.319,1.0,nan,nan,nan,nan,nan,nan,nan,nan,13.024,13.024,15.016,1.0,14.64,16.952,21.505,2.0,nan,nan,nan,nan,16.726,16.726,18.945,1.0,nan,nan,nan,nan,R_sHkAl0wFjegg8yB
nan,nan,nan,nan,6.074,6.074,7.181,1.0,nan,nan,nan,nan,5.659,5.659,6.701,1.0,3.779,8.884,10.119,2.0,nan,nan,nan,nan,17.483,17.483,19.181,1.0,nan,nan,nan,nan,R_3P4xtoL6D5YAhbK
3.754,6.297,7.19,3.0,nan,nan,nan,nan,nan,nan,nan,nan,4.931,10.972,11.402,4.0,nan,nan,nan,nan,3.547,9.301,10.101,4.0,2.82,11.368,11.877,5.0,nan,nan,nan,nan,R_3ksHDwvfV5tLNx6
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_2YYs1zAVX8TVYKP
nan,nan,nan,nan,3.692,21.256,23.236,3.0,nan,nan,nan,nan,2.549,25.358,28.432,3.0,9.51,12.346,13.28,2.0,nan,nan,nan,nan,3.237,3.237,4.786,1.0,nan,nan,nan,nan,R_1DpRgu4milGKM1p
nan,nan,nan,nan,22.53,22.53,34.216,1.0,6.977,7.838,15.861,2.0,nan,nan,nan,nan,nan,nan,nan,nan,20.196,21.179,73.673,2.0,nan,nan,nan,nan,5.414,5.414,7.844,1.0,R_3qz20iHuhZCS4WK
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_2rJvHH4pQJ8dcdr
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_2YyUEycyFqrpl1w
nan,nan,nan,nan,20.358,20.358,21.531,1.0,14.607,14.607,17.386,1.0,nan,nan,nan,nan,nan,nan,nan,nan,27.344,117.626,120.591,3.0,27.445,54.964,57.075,3.0,nan,nan,nan,nan,R_bEqcTBfT13rr29j
7.534,7.534,8.748,1.0,nan,nan,nan,nan,8.403,8.403,10.652,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6.995,6.995,8.077,1.0,nan,nan,nan,nan,11.902,11.902,15.54,1.0,R_qOXSuIfHI4r30kh
17.142,29.977,29.984,9.0,nan,nan,nan,nan,9.576,21.818,22.846,8.0,nan,nan,nan,nan,nan,nan,nan,nan,6.964,10.182,11.522,3.0,nan,nan,nan,nan,23.992,83.139,83.147,10.0,R_1Lj6BQPX1K2cbKv
3.147,183.387,187.52,7.0,nan,nan,nan,nan,nan,nan,nan,nan,322.699,346.651,348.168,4.0,nan,nan,nan,nan,3.983,3.983,4.652,1.0,nan,nan,nan,nan,5.753,5.753,6.589,1.0,R_2z61IQPuFdaxyHC
1.379,9.879,10.793,11.0,nan,nan,nan,nan,nan,nan,nan,nan,1.007,7.081,8.725,8.0,nan,nan,nan,nan,1.021,6.963,7.701,7.0,1.318,6.397,7.605,6.0,nan,nan,nan,nan,R_27louPLSFQxkg8p
2.339,3.102,3.925,2.0,nan,nan,nan,nan,nan,nan,nan,nan,11.505,13.965,14.658,4.0,nan,nan,nan,nan,1.601,2.576,3.184,2.0,nan,nan,nan,nan,2.697,4.274,5.022,2.0,R_1ot1mfdVIrC35DM
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_2txmZYs5Tfv30Hy
nan,nan,nan,nan,7.055,7.055,8.044,1.0,2.642,2.642,3.775,1.0,nan,nan,nan,nan,12.406,12.406,13.745,1.0,nan,nan,nan,nan,nan,nan,nan,nan,4.971,4.971,5.736,1.0,R_211HOxUe8VMcqcc
8.086,8.086,9.158,1.0,nan,nan,nan,nan,nan,nan,nan,nan,8.7,9.384,9.807,2.0,11.386,11.386,12.08,1.0,nan,nan,nan,nan,14.678,14.678,15.484,1.0,nan,nan,nan,nan,R_3HAZjLNwl4D5rkt
nan,nan,nan,nan,11.609,11.609,12.656,1.0,nan,nan,nan,nan,10.732,10.732,11.75,1.0,7.912,7.912,9.102,1.0,nan,nan,nan,nan,6.665,6.665,7.586,1.0,nan,nan,nan,nan,R_6tfXTXT5SCFW5qx
