10-10 10-5 First Click,10-10 10-5 Last Click,10-10 10-5 Page Submit,10-10 10-5 Click Count,10-5 10-10 First Click,10-5 10-10 Last Click,10-5 10-10 Page Submit,10-5 10-10 Click Count,10-10 10-15 First Click,10-10 10-15 Last Click,10-10 10-15 Page Submit,10-10 10-15 Click Count,10-15 10-10 First Click,10-15 10-10 Last Click,10-15 10-10 Page Submit,10-15 10-10 Click Count,10-10 15-5 First Click,10-10 15-5 Last Click,10-10 15-5 Page Submit,10-10 15-5 Click Count,15-5 10-10 First Click,15-5 10-10 Last Click,15-5 10-10 Page Submit,15-5 10-10 Click Count,10-10 15-20 First Click,10-10 15-20 Last Click,10-10 15-20 Page Submit,10-10 15-20 Click Count,15-20 10-10 First Click,15-20 10-10 Last Click,15-20 10-10 Page Submit,15-20 10-10 Click Count,ResponseID
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_47s2FAWUcarlYQN
11.564,13.67,14.531,2.0,nan,nan,nan,nan,nan,nan,nan,nan,2.339,3.485,4.799,2.0,nan,nan,nan,nan,2.336,2.336,3.872,1.0,2.508,2.508,3.098,1.0,nan,nan,nan,nan,R_5RjFippwPAGdvEM
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_2fw0XNeSRIxGBqx
1.284,3.033,3.806,2.0,nan,nan,nan,nan,1.014,3.548,4.356,4.0,nan,nan,nan,nan,0.931,2.534,3.442,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1.606,2.104,3.897,2.0,R_6JUR9nyWXuNEzVC
nan,nan,nan,nan,3.346,8.831,9.178,5.0,nan,nan,nan,nan,7.674,11.668,12.001,5.0,4.779,7.135,7.682,4.0,nan,nan,nan,nan,nan,nan,nan,nan,4.125,6.766,7.001,4.0,R_2XCfJduns6bXoHv
nan,nan,nan,nan,0.56,2.108,2.617,2.0,0.038,1.507,2.199,3.0,nan,nan,nan,nan,nan,nan,nan,nan,0.692,1.724,3.101,2.0,0.586,1.704,2.279,2.0,nan,nan,nan,nan,R_5fknVSth3ctQglX
1.121,2.869,5.611,3.0,nan,nan,nan,nan,nan,nan,nan,nan,0.933,1.866,3.376,2.0,0.91,2.244,2.92,3.0,nan,nan,nan,nan,nan,nan,nan,nan,1.169,2.856,3.261,3.0,R_8y1xSQ9qBOKjCIH
0.943,2.957,3.597,2.0,nan,nan,nan,nan,1.44,5.7,6.001,3.0,nan,nan,nan,nan,nan,nan,nan,nan,1.707,6.45,6.901,3.0,2.046,6.084,6.55,5.0,nan,nan,nan,nan,R_5QMPst8909dFOLK
1.814,4.969,5.801,3.0,nan,nan,nan,nan,0.19,3.803,5.266,5.0,nan,nan,nan,nan,nan,nan,nan,nan,0.778,9.209,9.897,7.0,0.844,19.74,20.277,11.0,nan,nan,nan,nan,R_41oKvzh4lzk7736
nan,nan,nan,nan,6.106,7.288,8.791,2.0,12.565,13.615,14.577,2.0,nan,nan,nan,nan,9.076,22.547,24.115,4.0,nan,nan,nan,nan,nan,nan,nan,nan,18.671,21.523,22.475,3.0,R_6eKawVuozhQc9DO
2.111,6.176,6.601,3.0,nan,nan,nan,nan,2.08,10.884,11.301,4.0,nan,nan,nan,nan,15.692,22.91,23.599,4.0,nan,nan,nan,nan,nan,nan,nan,nan,3.136,9.069,9.972,4.0,R_5n8vdutgOUBf8Cw
nan,nan,nan,nan,7.283,13.267,13.289,6.0,nan,nan,nan,nan,1.252,5.714,6.238,3.0,3.035,7.683,7.714,4.0,nan,nan,nan,nan,1.437,4.164,5.094,3.0,nan,nan,nan,nan,R_7LkGocvQ76iGIVr
2.193,3.61,4.096,3.0,nan,nan,nan,nan,2.01,6.305,7.405,3.0,nan,nan,nan,nan,nan,nan,nan,nan,1.269,2.501,3.089,3.0,1.1,2.968,3.329,3.0,nan,nan,nan,nan,R_2pWhvcRWGj6lk4U
4.687,8.227,8.652,4.0,nan,nan,nan,nan,7.847,10.08,10.471,3.0,nan,nan,nan,nan,9.489,17.115,17.69,3.0,nan,nan,nan,nan,9.385,25.503,26.165,8.0,nan,nan,nan,nan,R_7nGdCAgdTUpjr4v
nan,nan,nan,nan,4.264,18.789,21.762,5.0,nan,nan,nan,nan,3.518,4.219,4.76,2.0,nan,nan,nan,nan,3.841,14.998,15.673,4.0,nan,nan,nan,nan,7.517,9.483,9.955,3.0,R_6bJFuMqke1HMqtF
nan,nan,nan,nan,5.701,7.9,8.801,2.0,nan,nan,nan,nan,8.247,11.169,11.785,4.0,nan,nan,nan,nan,2.864,17.888,18.3,9.0,nan,nan,nan,nan,1.618,45.334,45.839,10.0,R_8eS6vWfedtYWcfM
1.867,9.49,11.476,5.0,nan,nan,nan,nan,0.934,4.118,4.698,5.0,nan,nan,nan,nan,nan,nan,nan,nan,1.955,7.142,7.862,5.0,1.413,3.323,3.842,4.0,nan,nan,nan,nan,R_1niUS91GAiCWDTH
nan,nan,nan,nan,4.534,8.717,9.401,4.0,nan,nan,nan,nan,3.817,6.133,6.917,3.0,6.9,18.134,18.667,4.0,nan,nan,nan,nan,nan,nan,nan,nan,1.133,9.3,10.334,5.0,R_1gcL653mqM9IpJs
nan,nan,nan,nan,5.043,8.344,8.985,3.0,nan,nan,nan,nan,0.73,3.181,3.5,3.0,nan,nan,nan,nan,0.806,3.63,4.001,3.0,6.576,12.35,12.974,5.0,nan,nan,nan,nan,R_2HbEnoVCDyFJezM
nan,nan,nan,nan,1.458,5.615,6.088,3.0,nan,nan,nan,nan,2.597,6.406,8.055,2.0,1.446,6.504,8.667,3.0,nan,nan,nan,nan,nan,nan,nan,nan,2.216,13.967,15.262,5.0,R_8QmI9z45B5tFnnl
2.123,5.417,6.5,4.0,nan,nan,nan,nan,nan,nan,nan,nan,2.311,3.473,4.478,3.0,nan,nan,nan,nan,3.844,15.859,16.889,5.0,19.497,32.931,33.553,5.0,nan,nan,nan,nan,R_2hQH5Wy3PpsOSoC
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_3V5d6vNBU9t5Ojn
0.756,8.703,9.806,3.0,nan,nan,nan,nan,nan,nan,nan,nan,1.144,23.28,24.732,8.0,1.001,9.842,10.454,3.0,nan,nan,nan,nan,nan,nan,nan,nan,0.866,6.583,7.067,3.0,R_6FPyL5FROkxUc2T
nan,nan,nan,nan,18.909,20.196,20.968,2.0,nan,nan,nan,nan,13.997,25.969,27.014,4.0,38.828,46.416,46.943,5.0,nan,nan,nan,nan,11.257,25.078,26.12,6.0,nan,nan,nan,nan,R_8dLoVB3ZrIjygRo
1.176,3.409,4.033,2.0,nan,nan,nan,nan,1.225,5.779,7.801,3.0,nan,nan,nan,nan,0.947,8.718,9.232,2.0,nan,nan,nan,nan,nan,nan,nan,nan,3.388,5.605,6.645,2.0,R_1mUAOckMdW1axW0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_2PKHr3cV5varRFn
nan,nan,nan,nan,4.732,4.732,5.896,1.0,3.196,4.697,5.86,2.0,nan,nan,nan,nan,nan,nan,nan,nan,3.896,3.896,5.421,1.0,3.167,3.167,5.048,1.0,nan,nan,nan,nan,R_2yalFhO6MTwOeMp
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_85MnG457z54XskN
1.266,11.187,13.276,4.0,nan,nan,nan,nan,9.478,12.761,13.49,3.0,nan,nan,nan,nan,3.12,8.347,11.702,2.0,nan,nan,nan,nan,1.817,5.992,7.069,2.0,nan,nan,nan,nan,R_8sN9pyKoVcWyIHn
1.559,4.391,5.0,5.0,nan,nan,nan,nan,2.38,9.278,10.086,7.0,nan,nan,nan,nan,0.201,3.702,5.416,4.0,nan,nan,nan,nan,0.901,4.22,4.701,5.0,nan,nan,nan,nan,R_3KjRnMa33xOSElX
nan,nan,nan,nan,2.754,10.215,11.876,5.0,nan,nan,nan,nan,0.659,1.458,2.737,2.0,nan,nan,nan,nan,1.825,4.113,4.757,2.0,nan,nan,nan,nan,2.929,3.844,4.372,2.0,R_2r0yvzhdvoemzxF
4.228,13.616,14.164,4.0,nan,nan,nan,nan,nan,nan,nan,nan,5.297,9.472,9.898,3.0,nan,nan,nan,nan,6.888,9.137,9.743,3.0,3.167,4.437,5.0,2.0,nan,nan,nan,nan,R_8sobFhX6HrFn7Bz
2.894,10.365,13.276,3.0,nan,nan,nan,nan,nan,nan,nan,nan,5.22,6.3,6.652,3.0,nan,nan,nan,nan,3.489,7.8,8.18,4.0,nan,nan,nan,nan,4.92,25.308,25.501,5.0,R_2lRgSGW1YruuMZx
nan,nan,nan,nan,1.622,3.538,4.583,4.0,1.046,6.515,9.5,3.0,nan,nan,nan,nan,0.875,3.372,3.865,4.0,nan,nan,nan,nan,nan,nan,nan,nan,1.108,4.299,4.701,4.0,R_1S7jnErb0bsFMZl
7.289,16.291,16.703,6.0,nan,nan,nan,nan,nan,nan,nan,nan,1.69,6.46,6.802,7.0,1.13,3.746,4.6,3.0,nan,nan,nan,nan,nan,nan,nan,nan,1.137,3.419,4.001,4.0,R_2PXeLpoopxvIsrK
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_7xJjJEwtNNxePA4
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_4kNdDzhKBp4IqPT
nan,nan,nan,nan,2.039,3.7,5.0,3.0,1.791,5.52,6.2,4.0,nan,nan,nan,nan,nan,nan,nan,nan,3.626,7.536,8.1,4.0,4.114,13.442,14.701,4.0,nan,nan,nan,nan,R_2lL9IRmZFSF7MTn
nan,nan,nan,nan,2.976,9.643,10.674,3.0,1.008,3.834,4.502,2.0,nan,nan,nan,nan,4.584,17.027,17.701,4.0,nan,nan,nan,nan,1.954,7.944,8.801,2.0,nan,nan,nan,nan,R_5lSqFJLvB9nYzIy
3.198,7.766,8.741,4.0,nan,nan,nan,nan,nan,nan,nan,nan,1.572,5.693,6.166,3.0,1.957,5.259,6.724,3.0,nan,nan,nan,nan,nan,nan,nan,nan,11.389,18.045,18.988,4.0,R_3jcDcMCd54haDtl
nan,nan,nan,nan,0.941,8.025,8.447,4.0,nan,nan,nan,nan,0.909,5.643,6.269,3.0,1.499,13.433,14.841,12.0,nan,nan,nan,nan,2.093,5.709,6.266,7.0,nan,nan,nan,nan,R_1NUoIJ9fi2QccSS
11.972,13.347,14.527,2.0,nan,nan,nan,nan,nan,nan,nan,nan,14.579,24.769,27.7,3.0,nan,nan,nan,nan,14.452,16.361,17.332,2.0,nan,nan,nan,nan,29.614,37.695,39.474,3.0,R_2OZEqpP4oPA4k5X
1.248,4.418,4.901,3.0,nan,nan,nan,nan,nan,nan,nan,nan,2.52,12.196,13.1,4.0,nan,nan,nan,nan,1.807,7.175,8.0,4.0,nan,nan,nan,nan,1.665,25.641,27.201,14.0,R_36uEqTqeLBattOp
nan,nan,nan,nan,11.823,14.1,14.501,3.0,15.081,16.076,16.79,2.0,nan,nan,nan,nan,nan,nan,nan,nan,21.068,24.665,25.201,4.0,16.978,19.862,22.255,3.0,nan,nan,nan,nan,R_1EbakJu4AK1oqtc
2.577,3.071,3.901,2.0,nan,nan,nan,nan,0.901,3.601,5.429,2.0,nan,nan,nan,nan,0.972,2.964,3.801,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1.6,5.347,6.402,2.0,R_2cpy4FawNoxsZn3
7.566,8.97,9.601,2.0,nan,nan,nan,nan,nan,nan,nan,nan,6.063,9.178,10.202,3.0,11.271,12.736,13.66,3.0,nan,nan,nan,nan,nan,nan,nan,nan,6.448,8.94,9.997,3.0,R_4aQrN2REwquk13i
nan,nan,nan,nan,2.202,2.202,4.301,1.0,1.401,4.801,6.054,2.0,nan,nan,nan,nan,nan,nan,nan,nan,2.501,4.907,6.894,2.0,1.701,1.701,5.195,1.0,nan,nan,nan,nan,R_2tE7aKir03iPMO2
1.143,33.342,33.938,4.0,nan,nan,nan,nan,0.917,10.936,11.468,3.0,nan,nan,nan,nan,1.115,2.599,3.464,3.0,nan,nan,nan,nan,nan,nan,nan,nan,1.186,2.595,3.001,3.0,R_31BFFEqQpCw5Iel
1.097,5.001,6.02,2.0,nan,nan,nan,nan,2.009,8.733,9.053,3.0,nan,nan,nan,nan,nan,nan,nan,nan,0.965,2.402,3.274,2.0,nan,nan,nan,nan,2.108,6.833,7.286,3.0,R_1iKZ134zogX6UR1
10.317,12.577,13.001,4.0,nan,nan,nan,nan,nan,nan,nan,nan,14.504,16.203,17.001,3.0,12.117,17.031,17.602,3.0,nan,nan,nan,nan,9.502,15.307,16.004,4.0,nan,nan,nan,nan,R_6BtXkpSbPWYIE7L
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_2CewHZEocCWmr0j
nan,nan,nan,nan,0.982,6.714,7.301,5.0,1.064,24.63,25.598,8.0,nan,nan,nan,nan,nan,nan,nan,nan,1.351,8.203,8.774,6.0,1.323,9.714,10.22,4.0,nan,nan,nan,nan,R_5JdPhbmoLy5psVm
nan,nan,nan,nan,9.132,28.733,29.766,9.0,17.136,36.841,37.771,6.0,nan,nan,nan,nan,5.866,20.682,21.946,5.0,nan,nan,nan,nan,20.054,27.861,34.799,4.0,nan,nan,nan,nan,R_2cUIlMiubI25NLz
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_2mgipxzMTJ3QFza
12.831,66.009,66.815,14.0,nan,nan,nan,nan,nan,nan,nan,nan,6.901,6.901,8.163,1.0,nan,nan,nan,nan,9.8,9.8,11.259,1.0,nan,nan,nan,nan,12.982,12.982,14.3,1.0,R_4o1OAtoXOTPc6zk
1.628,2.901,3.773,2.0,nan,nan,nan,nan,1.068,2.065,2.681,3.0,nan,nan,nan,nan,0.967,1.991,2.501,3.0,nan,nan,nan,nan,5.389,12.731,13.802,6.0,nan,nan,nan,nan,R_4SkOLQoKdqe0DsZ
nan,nan,nan,nan,8.191,10.369,11.672,3.0,15.772,18.867,19.937,4.0,nan,nan,nan,nan,174.072,177.312,178.782,4.0,nan,nan,nan,nan,7.7,12.185,13.054,3.0,nan,nan,nan,nan,R_8X0Qm8sEUTa0t27
nan,nan,nan,nan,9.045,11.531,12.156,4.0,nan,nan,nan,nan,1.121,6.15,6.727,4.0,12.829,15.048,15.684,3.0,nan,nan,nan,nan,nan,nan,nan,nan,14.178,22.419,23.475,7.0,R_17ygsutCtcIhucF
nan,nan,nan,nan,19.174,31.053,31.7,5.0,nan,nan,nan,nan,4.798,9.61,10.238,4.0,3.073,3.901,4.842,2.0,nan,nan,nan,nan,11.748,14.115,14.878,4.0,nan,nan,nan,nan,R_1Ug81AmT1lPIDE8
nan,nan,nan,nan,2.564,5.256,5.857,3.0,4.893,6.118,6.633,3.0,nan,nan,nan,nan,4.252,5.859,6.3,3.0,nan,nan,nan,nan,nan,nan,nan,nan,2.574,11.208,11.801,3.0,R_2siC7fgOI3ekuxU
nan,nan,nan,nan,1.214,5.084,5.607,2.0,nan,nan,nan,nan,1.845,6.713,7.239,2.0,nan,nan,nan,nan,4.937,14.896,15.434,3.0,1.53,5.564,6.153,2.0,nan,nan,nan,nan,R_2fnHsgRFlRcjagN
1.528,6.712,7.27,4.0,nan,nan,nan,nan,2.1,3.423,3.801,2.0,nan,nan,nan,nan,1.509,2.549,3.001,2.0,nan,nan,nan,nan,1.223,2.63,3.101,2.0,nan,nan,nan,nan,R_5OOBvLIkQKJI5NS
2.633,234.4,235.001,4.0,nan,nan,nan,nan,1.527,27.139,28.849,11.0,nan,nan,nan,nan,nan,nan,nan,nan,1.372,4.641,5.072,3.0,nan,nan,nan,nan,1.953,16.059,17.5,5.0,R_8zGDluMelepIZXA
nan,nan,nan,nan,5.766,15.47,16.7,8.0,nan,nan,nan,nan,14.183,17.86,18.4,4.0,9.17,27.244,27.968,13.0,nan,nan,nan,nan,6.934,10.33,10.89,5.0,nan,nan,nan,nan,R_1fiK0xeVC7ITuuS
37.879,39.401,40.505,3.0,nan,nan,nan,nan,9.583,34.73,35.301,7.0,nan,nan,nan,nan,7.898,9.132,10.189,3.0,nan,nan,nan,nan,nan,nan,nan,nan,9.162,10.933,11.715,3.0,R_4TVYWNj4aUsQXF7
nan,nan,nan,nan,3.275,10.331,11.1,3.0,nan,nan,nan,nan,6.726,9.231,9.801,3.0,nan,nan,nan,nan,7.4,11.47,12.472,3.0,18.106,38.499,41.383,5.0,nan,nan,nan,nan,R_3dfQb6eWMkknvRj
nan,nan,nan,nan,5.01,5.801,6.639,2.0,nan,nan,nan,nan,1.149,3.101,4.019,2.0,nan,nan,nan,nan,5.342,6.927,7.931,3.0,nan,nan,nan,nan,12.245,25.202,26.161,3.0,R_7wNFcvY0F30MGTD
2.748,9.395,10.103,3.0,nan,nan,nan,nan,4.91,7.646,8.594,4.0,nan,nan,nan,nan,nan,nan,nan,nan,8.983,11.701,12.002,3.0,8.263,10.233,11.294,3.0,nan,nan,nan,nan,R_2wcUdAMIBOFjocR
6.342,13.924,14.83,3.0,nan,nan,nan,nan,nan,nan,nan,nan,1.764,7.597,8.069,4.0,nan,nan,nan,nan,2.149,11.422,11.901,4.0,1.243,8.61,9.0,4.0,nan,nan,nan,nan,R_2BgesD26LfH1GdH
nan,nan,nan,nan,1.723,6.165,6.864,4.0,6.915,40.993,41.6,8.0,nan,nan,nan,nan,nan,nan,nan,nan,1.473,5.973,6.587,4.0,5.025,8.742,9.472,4.0,nan,nan,nan,nan,R_2CJ0nYSsXeeoitj
1.26,3.705,4.925,4.0,nan,nan,nan,nan,3.498,12.536,17.951,5.0,nan,nan,nan,nan,nan,nan,nan,nan,4.025,5.538,7.516,2.0,nan,nan,nan,nan,1.196,3.333,3.884,2.0,R_8RSM0zWXcloEroB
nan,nan,nan,nan,4.905,6.77,7.289,2.0,nan,nan,nan,nan,2.191,4.701,5.279,3.0,6.172,9.777,10.102,4.0,nan,nan,nan,nan,nan,nan,nan,nan,2.644,7.102,7.802,3.0,R_7Uft6bGpjueGI3s
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_7DtCitHTR3utHY2
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_2MexUiW2bbQXJVT
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_2NxKIkJem2fKGdx
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_8cwlvJx7VDPqodY
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_5dlTXhjlVzXdRXr
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_5DM4BngkshAVTjz
nan,nan,nan,nan,4.891,4.891,5.595,1.0,nan,nan,nan,nan,1.526,7.949,9.05,6.0,nan,nan,nan,nan,4.542,4.542,5.247,1.0,nan,nan,nan,nan,6.917,15.913,16.678,6.0,R_3mfuZP0cvfuBnws
4.101,4.101,5.701,1.0,nan,nan,nan,nan,10.501,10.501,11.8,1.0,nan,nan,nan,nan,14.733,14.733,18.394,1.0,nan,nan,nan,nan,nan,nan,nan,nan,5.293,5.293,6.582,1.0,R_3Dvclswr3FkwsQd
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_2geG3PJuL8khzgS
2.991,5.633,6.235,3.0,nan,nan,nan,nan,2.675,9.808,10.681,6.0,nan,nan,nan,nan,3.004,7.192,7.695,3.0,nan,nan,nan,nan,2.465,5.699,6.185,4.0,nan,nan,nan,nan,R_1esF51fMHtZX2je
nan,nan,nan,nan,3.909,9.819,11.114,5.0,nan,nan,nan,nan,3.363,5.307,6.126,4.0,1.592,3.702,4.779,3.0,nan,nan,nan,nan,nan,nan,nan,nan,5.527,6.2,7.22,2.0,R_5ngwaNFCyRizTEd
1.694,4.293,4.784,3.0,nan,nan,nan,nan,1.939,5.37,6.741,3.0,nan,nan,nan,nan,nan,nan,nan,nan,1.235,8.338,9.047,2.0,1.203,3.821,4.806,3.0,nan,nan,nan,nan,R_2R1SFkEf0QLQpUV
7.079,14.603,15.34,5.0,nan,nan,nan,nan,0.874,2.376,2.8,3.0,nan,nan,nan,nan,nan,nan,nan,nan,1.794,3.899,4.383,4.0,nan,nan,nan,nan,2.419,8.201,8.7,5.0,R_15TK8EzQu3tdPTh
nan,nan,nan,nan,3.643,16.883,17.603,6.0,nan,nan,nan,nan,2.487,9.581,10.423,3.0,nan,nan,nan,nan,3.681,10.6,11.7,3.0,5.719,11.912,14.401,3.0,nan,nan,nan,nan,R_38Tih88yJ2rHyM6
nan,nan,nan,nan,4.348,5.955,6.469,2.0,nan,nan,nan,nan,9.231,16.761,17.247,5.0,nan,nan,nan,nan,5.486,6.439,7.065,3.0,nan,nan,nan,nan,1.556,10.0,10.78,4.0,R_2CIwamFowHmcBGK
5.7,18.383,19.152,3.0,nan,nan,nan,nan,nan,nan,nan,nan,6.908,19.407,20.242,5.0,nan,nan,nan,nan,1.861,5.001,5.775,4.0,nan,nan,nan,nan,4.546,17.277,18.1,6.0,R_3PssxyKKYcaUe3L
nan,nan,nan,nan,1.292,3.256,4.29,2.0,nan,nan,nan,nan,4.457,7.302,8.101,3.0,nan,nan,nan,nan,4.155,9.083,10.759,3.0,nan,nan,nan,nan,2.126,7.394,8.354,3.0,R_8d9S7nAddMW0QaY
2.774,7.987,8.501,3.0,nan,nan,nan,nan,1.64,3.29,3.982,3.0,nan,nan,nan,nan,nan,nan,nan,nan,1.951,7.259,7.801,5.0,nan,nan,nan,nan,1.523,2.218,2.7,2.0,R_7pWCKyFhTykPu3M
nan,nan,nan,nan,3.965,4.434,4.852,2.0,nan,nan,nan,nan,1.258,10.252,10.842,7.0,4.081,5.967,6.488,2.0,nan,nan,nan,nan,1.512,2.808,4.201,3.0,nan,nan,nan,nan,R_5WH56zuvckkKS3v
nan,nan,nan,nan,3.118,3.118,3.755,1.0,nan,nan,nan,nan,3.156,3.156,4.121,1.0,1.729,1.729,2.415,1.0,nan,nan,nan,nan,3.284,3.284,3.939,1.0,nan,nan,nan,nan,R_7uCldKnygS3KFOV
5.846,7.98,8.743,4.0,nan,nan,nan,nan,nan,nan,nan,nan,6.097,11.102,11.927,4.0,8.07,10.66,11.12,3.0,nan,nan,nan,nan,10.504,18.51,19.441,3.0,nan,nan,nan,nan,R_2PUgnxglQMRSwn9
4.676,6.396,7.058,3.0,nan,nan,nan,nan,10.326,20.512,21.24,6.0,nan,nan,nan,nan,2.195,6.345,6.901,4.0,nan,nan,nan,nan,nan,nan,nan,nan,3.611,11.1,11.669,4.0,R_1ilCst1sFloWB2x
nan,nan,nan,nan,5.587,7.936,9.174,3.0,16.914,18.647,20.0,2.0,nan,nan,nan,nan,9.798,10.224,12.286,2.0,nan,nan,nan,nan,3.319,6.143,6.801,2.0,nan,nan,nan,nan,R_7VMAoMKC92aA5c5
nan,nan,nan,nan,0.978,2.2,2.976,3.0,1.207,3.461,4.203,3.0,nan,nan,nan,nan,1.259,5.083,6.002,3.0,nan,nan,nan,nan,1.546,4.781,5.3,2.0,nan,nan,nan,nan,R_5gXwvqJGIwFdH6J
nan,nan,nan,nan,1.049,3.002,3.885,2.0,nan,nan,nan,nan,2.913,6.296,6.777,3.0,0.908,3.316,3.901,3.0,nan,nan,nan,nan,0.987,3.072,3.5,3.0,nan,nan,nan,nan,R_4Qupy5xGJOB7MEU
nan,nan,nan,nan,1.677,5.513,7.6,4.0,10.362,17.879,19.201,4.0,nan,nan,nan,nan,nan,nan,nan,nan,1.189,5.288,8.861,4.0,5.891,19.5,21.189,8.0,nan,nan,nan,nan,R_3UVkmFuBnuNyr0m
nan,nan,nan,nan,2.399,4.702,5.596,2.0,12.012,12.501,14.454,2.0,nan,nan,nan,nan,4.1,9.3,10.345,2.0,nan,nan,nan,nan,5.27,14.6,15.434,3.0,nan,nan,nan,nan,R_71p4ypIHWamh362
nan,nan,nan,nan,10.236,21.338,26.77,5.0,nan,nan,nan,nan,1.6,5.689,7.318,2.0,nan,nan,nan,nan,3.139,6.928,7.938,2.0,nan,nan,nan,nan,5.197,22.181,23.105,3.0,R_8PY1sgLcnkoOESl
10.559,12.142,12.765,3.0,nan,nan,nan,nan,nan,nan,nan,nan,9.871,17.18,18.901,4.0,nan,nan,nan,nan,14.823,16.689,17.166,3.0,nan,nan,nan,nan,13.982,15.899,16.64,3.0,R_6fjyPYLnwIm7EMS
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_3kAfqHPtBMTLnPj
9.361,23.406,24.34,5.0,nan,nan,nan,nan,6.649,11.025,12.071,2.0,nan,nan,nan,nan,10.682,38.033,39.617,8.0,nan,nan,nan,nan,nan,nan,nan,nan,9.917,13.48,14.489,2.0,R_5pgNK0Im3qzguxG
nan,nan,nan,nan,1.356,3.112,3.887,2.0,2.17,5.808,6.889,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1.607,9.136,9.962,2.0,3.195,4.675,5.857,2.0,nan,nan,nan,nan,R_1V7MigR8krkZGni
1.13,25.484,26.458,6.0,nan,nan,nan,nan,nan,nan,nan,nan,8.17,11.103,11.628,3.0,nan,nan,nan,nan,5.742,10.508,11.034,3.0,nan,nan,nan,nan,1.414,20.614,21.1,3.0,R_4I5iojCUDgjH1az
nan,nan,nan,nan,4.42,7.525,10.135,3.0,nan,nan,nan,nan,1.112,16.728,26.4,3.0,1.437,8.998,9.801,3.0,nan,nan,nan,nan,2.132,4.202,6.547,3.0,nan,nan,nan,nan,R_7AxlQv4YA1XFR1D
2.352,3.195,4.001,2.0,nan,nan,nan,nan,nan,nan,nan,nan,4.177,10.398,11.776,2.0,6.903,12.852,14.301,3.0,nan,nan,nan,nan,nan,nan,nan,nan,1.731,5.038,5.902,2.0,R_7rFwzZUfa2IqRoJ
